CustomerID,Cluster,Recency,Frequency,Monetary,DAYSSINCELASTORDER,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,AVGDAYSBETWEENORDERS,CHURN,CHURN_PROBABILITY,PREDICTED_CHURN
57025,0,5,2,2,1,4,397.87,99.47,126.75,0,0.5965340780521841,1
57274,0,5,1,2,1,3,395.99,132.0,250.33,0,0.516019231820809,1
57487,0,5,1,2,1,3,394.98,131.66,351.0,0,0.6174262814444266,1
57506,0,5,3,2,1,7,394.97,56.42,250.43,0,0.5946786056446217,1
57716,0,5,1,2,1,2,393.73,196.87,87.0,0,0.6285683584632202,1
58225,0,5,3,2,1,6,390.78,65.13,59.0,0,0.5328631361107539,1
58475,0,5,3,2,1,6,389.21,64.87,35.83,0,0.5437185240850022,1
58961,0,5,3,2,1,7,386.64,55.23,350.29,0,0.5168552966038216,1
59550,0,5,3,2,1,8,383.18,47.9,37.5,0,0.55012290995124,1
59920,0,5,1,2,1,2,380.99,190.5,102.0,0,0.5332946895777334,1
60215,0,5,3,2,1,6,379.39,63.23,94.0,0,0.5213627250600229,1
60483,0,5,1,2,1,3,377.98,125.99,588.0,0,0.5468618282816203,1
60590,0,5,2,2,1,4,377.27,94.32,44.0,0,0.6066890278137336,1
60667,0,5,1,2,1,3,376.97,125.66,67.33,0,0.6644592803986039,1
60724,0,5,3,2,1,6,376.62,62.77,64.33,0,0.6088861990213666,1
61028,0,5,1,2,1,1,374.99,374.99,0.0,0,0.5044900182848745,1
61464,0,5,1,2,1,2,372.98,186.49,268.0,0,0.6349100071696032,1
61681,0,5,2,2,1,5,371.57,74.31,107.0,0,0.6227244370552218,1
61717,0,5,2,2,1,4,371.23,92.81,28.5,0,0.5154091554004334,1
61778,0,5,3,2,1,6,370.98,61.83,132.17,0,0.640488412675145,1
61806,0,5,1,2,1,3,370.97,123.66,28.0,0,0.5706232015426463,1
62018,0,5,1,2,1,3,369.98,123.33,591.0,0,0.585196274933549,1
62142,0,5,3,2,1,6,369.32,61.55,71.33,0,0.6957094865403273,1
62480,0,5,3,2,1,6,367.51,61.25,120.0,0,0.6148113793927966,1
62607,0,5,1,2,1,3,366.97,122.32,168.33,0,0.6322270098667108,1
62821,0,5,3,2,1,6,365.95,60.99,53.33,0,0.5298637704560247,1
63164,0,5,1,2,1,3,364.0,121.33,614.67,0,0.5052668635362385,1
63204,0,5,1,2,1,3,363.98,121.33,98.67,0,0.5394906841011334,1
63339,0,5,1,2,1,3,363.18,121.06,587.67,0,0.5420136882102384,1
64036,0,5,1,2,1,2,359.98,179.99,210.0,0,0.5043956603773311,1
64509,0,5,1,2,1,2,357.48,178.74,310.5,0,0.5685641347283233,1
